id,path,label,label_id,split
3282,tf_flowers/tulips/01534.jpg,tulips,4,train
1036,tf_flowers/sunflowers/03095.jpg,sunflowers,3,train
2103,tf_flowers/dandelion/01028.jpg,dandelion,1,train
3397,tf_flowers/tulips/00201.jpg,tulips,4,train
1419,tf_flowers/daisy/01762.jpg,daisy,0,train
3077,tf_flowers/tulips/01071.jpg,tulips,4,train
218,tf_flowers/roses/01714.jpg,roses,2,train
1671,tf_flowers/daisy/00825.jpg,daisy,0,train
2455,tf_flowers/dandelion/03524.jpg,dandelion,1,train
2795,tf_flowers/dandelion/02677.jpg,dandelion,1,train
2854,tf_flowers/dandelion/02304.jpg,dandelion,1,train
2723,tf_flowers/dandelion/00064.jpg,dandelion,1,train
1357,tf_flowers/daisy/02876.jpg,daisy,0,train
849,tf_flowers/sunflowers/02753.jpg,sunflowers,3,train
884,tf_flowers/sunflowers/00543.jpg,sunflowers,3,train
3605,tf_flowers/tulips/02065.jpg,tulips,4,train
917,tf_flowers/sunflowers/00547.jpg,sunflowers,3,train
439,tf_flowers/roses/02402.jpg,roses,2,train
3342,tf_flowers/tulips/03268.jpg,tulips,4,train
993,tf_flowers/sunflowers/00004.jpg,sunflowers,3,train
850,tf_flowers/sunflowers/01528.jpg,sunflowers,3,train
3410,tf_flowers/tulips/02760.jpg,tulips,4,train
2073,tf_flowers/dandelion/01831.jpg,dandelion,1,train
3438,tf_flowers/tulips/03520.jpg,tulips,4,train
1557,tf_flowers/daisy/01066.jpg,daisy,0,train
872,tf_flowers/sunflowers/00966.jpg,sunflowers,3,train
2718,tf_flowers/dandelion/02667.jpg,dandelion,1,train
3044,tf_flowers/tulips/00731.jpg,tulips,4,train
3243,tf_flowers/tulips/00975.jpg,tulips,4,train
2018,tf_flowers/dandelion/01013.jpg,dandelion,1,train
3051,tf_flowers/tulips/01348.jpg,tulips,4,train
1685,tf_flowers/daisy/02161.jpg,daisy,0,train
3400,tf_flowers/tulips/00375.jpg,tulips,4,train
62,tf_flowers/roses/00722.jpg,roses,2,train
1826,tf_flowers/daisy/03585.jpg,daisy,0,train
2172,tf_flowers/dandelion/00042.jpg,dandelion,1,train
1116,tf_flowers/sunflowers/00149.jpg,sunflowers,3,train
625,tf_flowers/roses/02846.jpg,roses,2,train
3431,tf_flowers/tulips/01109.jpg,tulips,4,train
2822,tf_flowers/dandelion/03347.jpg,dandelion,1,train
2486,tf_flowers/dandelion/03485.jpg,dandelion,1,train
1344,tf_flowers/daisy/01990.jpg,daisy,0,train
2344,tf_flowers/dandelion/01116.jpg,dandelion,1,train
755,tf_flowers/sunflowers/01149.jpg,sunflowers,3,train
1777,tf_flowers/daisy/00607.jpg,daisy,0,train
3299,tf_flowers/tulips/01483.jpg,tulips,4,train
2757,tf_flowers/dandelion/00101.jpg,dandelion,1,train
3632,tf_flowers/tulips/01181.jpg,tulips,4,train
2816,tf_flowers/dandelion/01746.jpg,dandelion,1,train
2597,tf_flowers/dandelion/00571.jpg,dandelion,1,train
1571,tf_flowers/daisy/02802.jpg,daisy,0,train
1739,tf_flowers/daisy/01536.jpg,daisy,0,train
1343,tf_flowers/daisy/01589.jpg,daisy,0,train
1182,tf_flowers/sunflowers/02300.jpg,sunflowers,3,train
2636,tf_flowers/dandelion/02993.jpg,dandelion,1,train
2164,tf_flowers/dandelion/01361.jpg,dandelion,1,train
2898,tf_flowers/tulips/02692.jpg,tulips,4,train
1617,tf_flowers/daisy/03649.jpg,daisy,0,train
794,tf_flowers/sunflowers/01957.jpg,sunflowers,3,train
1457,tf_flowers/daisy/00486.jpg,daisy,0,train
70,tf_flowers/roses/01986.jpg,roses,2,train
2259,tf_flowers/dandelion/00344.jpg,dandelion,1,train
3489,tf_flowers/tulips/00715.jpg,tulips,4,train
1275,tf_flowers/sunflowers/02662.jpg,sunflowers,3,train
2420,tf_flowers/dandelion/00633.jpg,dandelion,1,train
3266,tf_flowers/tulips/00431.jpg,tulips,4,train
3623,tf_flowers/tulips/00466.jpg,tulips,4,train
1112,tf_flowers/sunflowers/01241.jpg,sunflowers,3,train
3401,tf_flowers/tulips/02210.jpg,tulips,4,train
3219,tf_flowers/tulips/02972.jpg,tulips,4,train
2607,tf_flowers/dandelion/00940.jpg,dandelion,1,train
1119,tf_flowers/sunflowers/00175.jpg,sunflowers,3,train
1650,tf_flowers/daisy/03514.jpg,daisy,0,train
1166,tf_flowers/sunflowers/00174.jpg,sunflowers,3,train
1686,tf_flowers/daisy/00979.jpg,daisy,0,train
428,tf_flowers/roses/03292.jpg,roses,2,train
1007,tf_flowers/sunflowers/02389.jpg,sunflowers,3,train
3221,tf_flowers/tulips/03339.jpg,tulips,4,train
1691,tf_flowers/daisy/02606.jpg,daisy,0,train
1327,tf_flowers/sunflowers/01625.jpg,sunflowers,3,train
3460,tf_flowers/tulips/00389.jpg,tulips,4,train
1283,tf_flowers/sunflowers/01197.jpg,sunflowers,3,train
2849,tf_flowers/dandelion/00711.jpg,dandelion,1,train
687,tf_flowers/sunflowers/01165.jpg,sunflowers,3,train
1189,tf_flowers/sunflowers/00073.jpg,sunflowers,3,train
2772,tf_flowers/dandelion/01753.jpg,dandelion,1,train
1958,tf_flowers/daisy/01433.jpg,daisy,0,train
2041,tf_flowers/dandelion/02083.jpg,dandelion,1,train
674,tf_flowers/sunflowers/03360.jpg,sunflowers,3,train
1499,tf_flowers/daisy/01360.jpg,daisy,0,train
453,tf_flowers/roses/03442.jpg,roses,2,train
158,tf_flowers/roses/01214.jpg,roses,2,train
3143,tf_flowers/tulips/00032.jpg,tulips,4,train
1648,tf_flowers/daisy/03500.jpg,daisy,0,train
465,tf_flowers/roses/01653.jpg,roses,2,train
437,tf_flowers/roses/03522.jpg,roses,2,train
3371,tf_flowers/tulips/03494.jpg,tulips,4,train
1304,tf_flowers/sunflowers/01744.jpg,sunflowers,3,train
223,tf_flowers/roses/02625.jpg,roses,2,train
3421,tf_flowers/tulips/02776.jpg,tulips,4,train
3246,tf_flowers/tulips/00948.jpg,tulips,4,train
1222,tf_flowers/sunflowers/01193.jpg,sunflowers,3,train
925,tf_flowers/sunflowers/03271.jpg,sunflowers,3,train
1309,tf_flowers/sunflowers/03027.jpg,sunflowers,3,train
1477,tf_flowers/daisy/00335.jpg,daisy,0,train
662,tf_flowers/sunflowers/02644.jpg,sunflowers,3,train
593,tf_flowers/roses/02689.jpg,roses,2,train
15,tf_flowers/roses/00720.jpg,roses,2,train
1297,tf_flowers/sunflowers/00670.jpg,sunflowers,3,train
1325,tf_flowers/sunflowers/01180.jpg,sunflowers,3,train
623,tf_flowers/roses/03190.jpg,roses,2,train
486,tf_flowers/roses/01054.jpg,roses,2,train
736,tf_flowers/sunflowers/01410.jpg,sunflowers,3,train
2725,tf_flowers/dandelion/02129.jpg,dandelion,1,train
3521,tf_flowers/tulips/03357.jpg,tulips,4,train
3276,tf_flowers/tulips/00155.jpg,tulips,4,train
1046,tf_flowers/sunflowers/01442.jpg,sunflowers,3,train
577,tf_flowers/roses/02716.jpg,roses,2,train
1454,tf_flowers/daisy/02468.jpg,daisy,0,train
2543,tf_flowers/dandelion/01283.jpg,dandelion,1,train
2752,tf_flowers/dandelion/02074.jpg,dandelion,1,train
3473,tf_flowers/tulips/00661.jpg,tulips,4,train
816,tf_flowers/sunflowers/02222.jpg,sunflowers,3,train
2642,tf_flowers/dandelion/03618.jpg,dandelion,1,train
564,tf_flowers/roses/03168.jpg,roses,2,train
1765,tf_flowers/daisy/00567.jpg,daisy,0,train
880,tf_flowers/sunflowers/00580.jpg,sunflowers,3,train
3178,tf_flowers/tulips/03304.jpg,tulips,4,train
1561,tf_flowers/daisy/00387.jpg,daisy,0,train
3468,tf_flowers/tulips/01524.jpg,tulips,4,train
2457,tf_flowers/dandelion/03530.jpg,dandelion,1,train
113,tf_flowers/roses/00848.jpg,roses,2,train
2831,tf_flowers/dandelion/01778.jpg,dandelion,1,train
3337,tf_flowers/tulips/02228.jpg,tulips,4,train
1540,tf_flowers/daisy/02586.jpg,daisy,0,train
2111,tf_flowers/dandelion/01821.jpg,dandelion,1,train
2093,tf_flowers/dandelion/02723.jpg,dandelion,1,train
1768,tf_flowers/daisy/01137.jpg,daisy,0,train
1061,tf_flowers/sunflowers/02215.jpg,sunflowers,3,train
3514,tf_flowers/tulips/03433.jpg,tulips,4,train
768,tf_flowers/sunflowers/00137.jpg,sunflowers,3,train
3066,tf_flowers/tulips/01572.jpg,tulips,4,train
1039,tf_flowers/sunflowers/01457.jpg,sunflowers,3,train
1862,tf_flowers/daisy/00312.jpg,daisy,0,train
2960,tf_flowers/tulips/03559.jpg,tulips,4,train
2030,tf_flowers/dandelion/02730.jpg,dandelion,1,train
503,tf_flowers/roses/01966.jpg,roses,2,train
1554,tf_flowers/daisy/01258.jpg,daisy,0,train
2385,tf_flowers/dandelion/01316.jpg,dandelion,1,train
1415,tf_flowers/daisy/00534.jpg,daisy,0,train
2834,tf_flowers/dandelion/01963.jpg,dandelion,1,train
1405,tf_flowers/daisy/03217.jpg,daisy,0,train
1326,tf_flowers/sunflowers/02476.jpg,sunflowers,3,train
2811,tf_flowers/dandelion/02273.jpg,dandelion,1,train
26,tf_flowers/roses/01629.jpg,roses,2,train
1173,tf_flowers/sunflowers/01225.jpg,sunflowers,3,train
1244,tf_flowers/sunflowers/01179.jpg,sunflowers,3,train
2095,tf_flowers/dandelion/00875.jpg,dandelion,1,train
3503,tf_flowers/tulips/00270.jpg,tulips,4,train
472,tf_flowers/roses/00767.jpg,roses,2,train
2692,tf_flowers/dandelion/03369.jpg,dandelion,1,train
101,tf_flowers/roses/01439.jpg,roses,2,train
1626,tf_flowers/daisy/02769.jpg,daisy,0,train
2970,tf_flowers/tulips/02257.jpg,tulips,4,train
248,tf_flowers/roses/00221.jpg,roses,2,train
3127,tf_flowers/tulips/00813.jpg,tulips,4,train
2155,tf_flowers/dandelion/02287.jpg,dandelion,1,train
970,tf_flowers/sunflowers/02756.jpg,sunflowers,3,train
2063,tf_flowers/dandelion/00904.jpg,dandelion,1,train
2114,tf_flowers/dandelion/01404.jpg,dandelion,1,train
3179,tf_flowers/tulips/01275.jpg,tulips,4,train
3153,tf_flowers/tulips/01311.jpg,tulips,4,train
2633,tf_flowers/dandelion/00160.jpg,dandelion,1,train
2061,tf_flowers/dandelion/01415.jpg,dandelion,1,train
3046,tf_flowers/tulips/03589.jpg,tulips,4,train
3200,tf_flowers/tulips/02807.jpg,tulips,4,train
467,tf_flowers/roses/01860.jpg,roses,2,train
698,tf_flowers/sunflowers/02479.jpg,sunflowers,3,train
1269,tf_flowers/sunflowers/01828.jpg,sunflowers,3,train
2003,tf_flowers/dandelion/01402.jpg,dandelion,1,train
509,tf_flowers/roses/01379.jpg,roses,2,train
3323,tf_flowers/tulips/00167.jpg,tulips,4,train
2513,tf_flowers/dandelion/00006.jpg,dandelion,1,train
2015,tf_flowers/dandelion/02334.jpg,dandelion,1,train
2754,tf_flowers/dandelion/03346.jpg,dandelion,1,train
3403,tf_flowers/tulips/02576.jpg,tulips,4,train
2057,tf_flowers/dandelion/00737.jpg,dandelion,1,train
1521,tf_flowers/daisy/02578.jpg,daisy,0,train
2115,tf_flowers/dandelion/02643.jpg,dandelion,1,train
2139,tf_flowers/dandelion/02044.jpg,dandelion,1,train
1761,tf_flowers/daisy/00995.jpg,daisy,0,train
2556,tf_flowers/dandelion/03523.jpg,dandelion,1,train
802,tf_flowers/sunflowers/00863.jpg,sunflowers,3,train
119,tf_flowers/roses/03372.jpg,roses,2,train
1156,tf_flowers/sunflowers/02415.jpg,sunflowers,3,train
644,tf_flowers/sunflowers/03639.jpg,sunflowers,3,train
3525,tf_flowers/tulips/02263.jpg,tulips,4,train
3548,tf_flowers/tulips/02316.jpg,tulips,4,train
943,tf_flowers/sunflowers/02780.jpg,sunflowers,3,train
379,tf_flowers/roses/01696.jpg,roses,2,train
3022,tf_flowers/tulips/02911.jpg,tulips,4,train
3353,tf_flowers/tulips/01867.jpg,tulips,4,train
1772,tf_flowers/daisy/02947.jpg,daisy,0,train
1585,tf_flowers/daisy/03472.jpg,daisy,0,train
1522,tf_flowers/daisy/03114.jpg,daisy,0,train
2153,tf_flowers/dandelion/01765.jpg,dandelion,1,train
3384,tf_flowers/tulips/02167.jpg,tulips,4,train
2367,tf_flowers/dandelion/02958.jpg,dandelion,1,train
1693,tf_flowers/daisy/01657.jpg,daisy,0,train
3081,tf_flowers/tulips/02395.jpg,tulips,4,train
2016,tf_flowers/dandelion/00494.jpg,dandelion,1,train
86,tf_flowers/roses/03159.jpg,roses,2,train
2055,tf_flowers/dandelion/02493.jpg,dandelion,1,train
3538,tf_flowers/tulips/02840.jpg,tulips,4,train
3629,tf_flowers/tulips/02305.jpg,tulips,4,train
466,tf_flowers/roses/00203.jpg,roses,2,train
3338,tf_flowers/tulips/03122.jpg,tulips,4,train
2593,tf_flowers/dandelion/03656.jpg,dandelion,1,train
606,tf_flowers/roses/03031.jpg,roses,2,train
2577,tf_flowers/dandelion/02238.jpg,dandelion,1,train
2797,tf_flowers/dandelion/03541.jpg,dandelion,1,train
2665,tf_flowers/dandelion/03590.jpg,dandelion,1,train
3368,tf_flowers/tulips/02775.jpg,tulips,4,train
811,tf_flowers/sunflowers/03470.jpg,sunflowers,3,train
3374,tf_flowers/tulips/01730.jpg,tulips,4,train
1229,tf_flowers/sunflowers/00924.jpg,sunflowers,3,train
2417,tf_flowers/dandelion/02965.jpg,dandelion,1,train
3242,tf_flowers/tulips/00034.jpg,tulips,4,train
1019,tf_flowers/sunflowers/02000.jpg,sunflowers,3,train
602,tf_flowers/roses/03233.jpg,roses,2,train
147,tf_flowers/roses/01189.jpg,roses,2,train
2747,tf_flowers/dandelion/03356.jpg,dandelion,1,train
1472,tf_flowers/daisy/03416.jpg,daisy,0,train
240,tf_flowers/roses/00153.jpg,roses,2,train
3203,tf_flowers/tulips/02184.jpg,tulips,4,train
2291,tf_flowers/dandelion/03658.jpg,dandelion,1,train
1404,tf_flowers/daisy/02109.jpg,daisy,0,train
1630,tf_flowers/daisy/00183.jpg,daisy,0,train
3630,tf_flowers/tulips/02463.jpg,tulips,4,train
478,tf_flowers/roses/03535.jpg,roses,2,train
1696,tf_flowers/daisy/01938.jpg,daisy,0,train
1914,tf_flowers/daisy/01424.jpg,daisy,0,train
2315,tf_flowers/dandelion/00355.jpg,dandelion,1,train
903,tf_flowers/sunflowers/03489.jpg,sunflowers,3,train
1349,tf_flowers/daisy/02309.jpg,daisy,0,train
1673,tf_flowers/daisy/03647.jpg,daisy,0,train
3230,tf_flowers/tulips/01706.jpg,tulips,4,train
2563,tf_flowers/dandelion/01490.jpg,dandelion,1,train
3138,tf_flowers/tulips/03063.jpg,tulips,4,train
3209,tf_flowers/tulips/01880.jpg,tulips,4,train
2803,tf_flowers/dandelion/02307.jpg,dandelion,1,train
1811,tf_flowers/daisy/02039.jpg,daisy,0,train
2037,tf_flowers/dandelion/00119.jpg,dandelion,1,train
2925,tf_flowers/tulips/00682.jpg,tulips,4,train
300,tf_flowers/roses/02150.jpg,roses,2,train
206,tf_flowers/roses/03317.jpg,roses,2,train
1841,tf_flowers/daisy/00310.jpg,daisy,0,train
1426,tf_flowers/daisy/03415.jpg,daisy,0,train
501,tf_flowers/roses/03142.jpg,roses,2,train
1740,tf_flowers/daisy/00628.jpg,daisy,0,train
1233,tf_flowers/sunflowers/03550.jpg,sunflowers,3,train
49,tf_flowers/roses/03000.jpg,roses,2,train
105,tf_flowers/roses/03038.jpg,roses,2,train
2221,tf_flowers/dandelion/02829.jpg,dandelion,1,train
535,tf_flowers/roses/03343.jpg,roses,2,train
1187,tf_flowers/sunflowers/02116.jpg,sunflowers,3,train
3355,tf_flowers/tulips/01126.jpg,tulips,4,train
3450,tf_flowers/tulips/02171.jpg,tulips,4,train
2149,tf_flowers/dandelion/00645.jpg,dandelion,1,train
1000,tf_flowers/sunflowers/03295.jpg,sunflowers,3,train
2843,tf_flowers/dandelion/02885.jpg,dandelion,1,train
3372,tf_flowers/tulips/00837.jpg,tulips,4,train
1867,tf_flowers/daisy/03009.jpg,daisy,0,train
1753,tf_flowers/daisy/01452.jpg,daisy,0,train
13,tf_flowers/roses/03003.jpg,roses,2,train
613,tf_flowers/roses/03435.jpg,roses,2,train
2763,tf_flowers/dandelion/00840.jpg,dandelion,1,train
2136,tf_flowers/dandelion/02093.jpg,dandelion,1,train
2879,tf_flowers/tulips/00873.jpg,tulips,4,train
1030,tf_flowers/sunflowers/00211.jpg,sunflowers,3,train
902,tf_flowers/sunflowers/00802.jpg,sunflowers,3,train
2135,tf_flowers/dandelion/02939.jpg,dandelion,1,train
3108,tf_flowers/tulips/01931.jpg,tulips,4,train
1678,tf_flowers/daisy/00548.jpg,daisy,0,train
1937,tf_flowers/daisy/00102.jpg,daisy,0,train
1302,tf_flowers/sunflowers/02932.jpg,sunflowers,3,train
153,tf_flowers/roses/02279.jpg,roses,2,train
1625,tf_flowers/daisy/01248.jpg,daisy,0,train
2492,tf_flowers/dandelion/02360.jpg,dandelion,1,train
2514,tf_flowers/dandelion/02611.jpg,dandelion,1,train
3307,tf_flowers/tulips/03256.jpg,tulips,4,train
3071,tf_flowers/tulips/00838.jpg,tulips,4,train
1670,tf_flowers/daisy/03486.jpg,daisy,0,train
996,tf_flowers/sunflowers/03525.jpg,sunflowers,3,train
944,tf_flowers/sunflowers/01712.jpg,sunflowers,3,train
1345,tf_flowers/daisy/00318.jpg,daisy,0,train
3556,tf_flowers/tulips/00139.jpg,tulips,4,train
2871,tf_flowers/dandelion/00895.jpg,dandelion,1,train
145,tf_flowers/roses/03239.jpg,roses,2,train
826,tf_flowers/sunflowers/00031.jpg,sunflowers,3,train
712,tf_flowers/sunflowers/02055.jpg,sunflowers,3,train
3444,tf_flowers/tulips/02824.jpg,tulips,4,train
1164,tf_flowers/sunflowers/01281.jpg,sunflowers,3,train
2226,tf_flowers/dandelion/00795.jpg,dandelion,1,train
2824,tf_flowers/dandelion/02701.jpg,dandelion,1,train
3618,tf_flowers/tulips/00843.jpg,tulips,4,train
1460,tf_flowers/daisy/01029.jpg,daisy,0,train
2130,tf_flowers/dandelion/00337.jpg,dandelion,1,train
3449,tf_flowers/tulips/03509.jpg,tulips,4,train
1280,tf_flowers/sunflowers/03555.jpg,sunflowers,3,train
1003,tf_flowers/sunflowers/01327.jpg,sunflowers,3,train
2541,tf_flowers/dandelion/01268.jpg,dandelion,1,train
3396,tf_flowers/tulips/01692.jpg,tulips,4,train
2062,tf_flowers/dandelion/00910.jpg,dandelion,1,train
2882,tf_flowers/tulips/00442.jpg,tulips,4,train
1668,tf_flowers/daisy/00158.jpg,daisy,0,train
616,tf_flowers/roses/01546.jpg,roses,2,train
2552,tf_flowers/dandelion/01917.jpg,dandelion,1,train
990,tf_flowers/sunflowers/03055.jpg,sunflowers,3,train
1555,tf_flowers/daisy/02023.jpg,daisy,0,train
1464,tf_flowers/daisy/03170.jpg,daisy,0,train
652,tf_flowers/sunflowers/02490.jpg,sunflowers,3,train
3057,tf_flowers/tulips/01406.jpg,tulips,4,train
1766,tf_flowers/daisy/01651.jpg,daisy,0,train
1675,tf_flowers/daisy/01911.jpg,daisy,0,train
1802,tf_flowers/daisy/01726.jpg,daisy,0,train
1029,tf_flowers/sunflowers/01735.jpg,sunflowers,3,train
2655,tf_flowers/dandelion/01812.jpg,dandelion,1,train
2989,tf_flowers/tulips/02521.jpg,tulips,4,train
3124,tf_flowers/tulips/03467.jpg,tulips,4,train
3281,tf_flowers/tulips/02773.jpg,tulips,4,train
470,tf_flowers/roses/03508.jpg,roses,2,train
1633,tf_flowers/daisy/00418.jpg,daisy,0,train
890,tf_flowers/sunflowers/02208.jpg,sunflowers,3,train
1220,tf_flowers/sunflowers/01144.jpg,sunflowers,3,train
598,tf_flowers/roses/01381.jpg,roses,2,train
144,tf_flowers/roses/02682.jpg,roses,2,train
3550,tf_flowers/tulips/03183.jpg,tulips,4,train
492,tf_flowers/roses/02704.jpg,roses,2,train
1883,tf_flowers/daisy/02464.jpg,daisy,0,train
2415,tf_flowers/dandelion/02795.jpg,dandelion,1,train
1225,tf_flowers/sunflowers/01391.jpg,sunflowers,3,train
915,tf_flowers/sunflowers/00553.jpg,sunflowers,3,train
3625,tf_flowers/tulips/01787.jpg,tulips,4,train
1655,tf_flowers/daisy/03058.jpg,daisy,0,train
1004,tf_flowers/sunflowers/01469.jpg,sunflowers,3,train
665,tf_flowers/sunflowers/01007.jpg,sunflowers,3,train
969,tf_flowers/sunflowers/02971.jpg,sunflowers,3,train
6,tf_flowers/roses/00330.jpg,roses,2,train
3505,tf_flowers/tulips/00502.jpg,tulips,4,train
2273,tf_flowers/dandelion/03512.jpg,dandelion,1,train
171,tf_flowers/roses/02593.jpg,roses,2,train
1298,tf_flowers/sunflowers/01208.jpg,sunflowers,3,train
1637,tf_flowers/daisy/01114.jpg,daisy,0,train
3474,tf_flowers/tulips/02710.jpg,tulips,4,train
3154,tf_flowers/tulips/02630.jpg,tulips,4,train
3170,tf_flowers/tulips/01271.jpg,tulips,4,train
2098,tf_flowers/dandelion/02086.jpg,dandelion,1,train
1614,tf_flowers/daisy/03067.jpg,daisy,0,train
1397,tf_flowers/daisy/03202.jpg,daisy,0,train
3402,tf_flowers/tulips/00407.jpg,tulips,4,train
2890,tf_flowers/tulips/00046.jpg,tulips,4,train
1934,tf_flowers/daisy/03437.jpg,daisy,0,train
2357,tf_flowers/dandelion/01260.jpg,dandelion,1,train
2332,tf_flowers/dandelion/00977.jpg,dandelion,1,train
838,tf_flowers/sunflowers/03511.jpg,sunflowers,3,train
2630,tf_flowers/dandelion/00835.jpg,dandelion,1,train
2586,tf_flowers/dandelion/00161.jpg,dandelion,1,train
3516,tf_flowers/tulips/03427.jpg,tulips,4,train
3184,tf_flowers/tulips/02218.jpg,tulips,4,train
531,tf_flowers/roses/02063.jpg,roses,2,train
3522,tf_flowers/tulips/01232.jpg,tulips,4,train
2846,tf_flowers/dandelion/03594.jpg,dandelion,1,train
734,tf_flowers/sunflowers/02482.jpg,sunflowers,3,train
2567,tf_flowers/dandelion/01679.jpg,dandelion,1,train
2699,tf_flowers/dandelion/00892.jpg,dandelion,1,train
3484,tf_flowers/tulips/00517.jpg,tulips,4,train
1403,tf_flowers/daisy/01400.jpg,daisy,0,train
537,tf_flowers/roses/00474.jpg,roses,2,train
1854,tf_flowers/daisy/02908.jpg,daisy,0,train
2317,tf_flowers/dandelion/01895.jpg,dandelion,1,train
1621,tf_flowers/daisy/01704.jpg,daisy,0,train
612,tf_flowers/roses/01544.jpg,roses,2,train
2454,tf_flowers/dandelion/02809.jpg,dandelion,1,train
3132,tf_flowers/tulips/02584.jpg,tulips,4,train
3658,tf_flowers/tulips/01792.jpg,tulips,4,train
1261,tf_flowers/sunflowers/00854.jpg,sunflowers,3,train
3289,tf_flowers/tulips/02571.jpg,tulips,4,train
2383,tf_flowers/dandelion/02179.jpg,dandelion,1,train
1354,tf_flowers/daisy/02651.jpg,daisy,0,train
2697,tf_flowers/dandelion/02049.jpg,dandelion,1,train
2893,tf_flowers/tulips/02645.jpg,tulips,4,train
1218,tf_flowers/sunflowers/00272.jpg,sunflowers,3,train
326,tf_flowers/roses/00206.jpg,roses,2,train
2266,tf_flowers/dandelion/00768.jpg,dandelion,1,train
3218,tf_flowers/tulips/01062.jpg,tulips,4,train
2094,tf_flowers/dandelion/00652.jpg,dandelion,1,train
3420,tf_flowers/tulips/02004.jpg,tulips,4,train
1070,tf_flowers/sunflowers/01254.jpg,sunflowers,3,train
3653,tf_flowers/tulips/00507.jpg,tulips,4,train
1117,tf_flowers/sunflowers/03440.jpg,sunflowers,3,train
664,tf_flowers/sunflowers/00279.jpg,sunflowers,3,train
1081,tf_flowers/sunflowers/03047.jpg,sunflowers,3,train
2771,tf_flowers/dandelion/03144.jpg,dandelion,1,train
2177,tf_flowers/dandelion/00532.jpg,dandelion,1,train
764,tf_flowers/sunflowers/03414.jpg,sunflowers,3,train
3293,tf_flowers/tulips/01656.jpg,tulips,4,train
743,tf_flowers/sunflowers/01389.jpg,sunflowers,3,train
3663,tf_flowers/tulips/00856.jpg,tulips,4,train
2860,tf_flowers/dandelion/01786.jpg,dandelion,1,train
1260,tf_flowers/sunflowers/03385.jpg,sunflowers,3,train
1805,tf_flowers/daisy/01295.jpg,daisy,0,train
1804,tf_flowers/daisy/00809.jpg,daisy,0,train
806,tf_flowers/sunflowers/00637.jpg,sunflowers,3,train
3500,tf_flowers/tulips/01350.jpg,tulips,4,train
2600,tf_flowers/dandelion/02399.jpg,dandelion,1,train
2669,tf_flowers/dandelion/02665.jpg,dandelion,1,train
3523,tf_flowers/tulips/00689.jpg,tulips,4,train
1942,tf_flowers/daisy/01142.jpg,daisy,0,train
934,tf_flowers/sunflowers/01664.jpg,sunflowers,3,train
976,tf_flowers/sunflowers/02997.jpg,sunflowers,3,train
19,tf_flowers/roses/00091.jpg,roses,2,train
3298,tf_flowers/tulips/03243.jpg,tulips,4,train
1647,tf_flowers/daisy/00747.jpg,daisy,0,train
2143,tf_flowers/dandelion/03364.jpg,dandelion,1,train
2640,tf_flowers/dandelion/03340.jpg,dandelion,1,train
64,tf_flowers/roses/00050.jpg,roses,2,train
2575,tf_flowers/dandelion/00361.jpg,dandelion,1,train
3038,tf_flowers/tulips/00527.jpg,tulips,4,train
1884,tf_flowers/daisy/00273.jpg,daisy,0,train
1850,tf_flowers/daisy/00104.jpg,daisy,0,train
926,tf_flowers/sunflowers/03517.jpg,sunflowers,3,train
493,tf_flowers/roses/02076.jpg,roses,2,train
745,tf_flowers/sunflowers/02695.jpg,sunflowers,3,train
648,tf_flowers/sunflowers/02282.jpg,sunflowers,3,train
2431,tf_flowers/dandelion/02954.jpg,dandelion,1,train
783,tf_flowers/sunflowers/00057.jpg,sunflowers,3,train
2217,tf_flowers/dandelion/02154.jpg,dandelion,1,train
2475,tf_flowers/dandelion/02941.jpg,dandelion,1,train
1563,tf_flowers/daisy/01890.jpg,daisy,0,train
978,tf_flowers/sunflowers/03337.jpg,sunflowers,3,train
3142,tf_flowers/tulips/02143.jpg,tulips,4,train
3383,tf_flowers/tulips/01320.jpg,tulips,4,train
988,tf_flowers/sunflowers/02363.jpg,sunflowers,3,train
3251,tf_flowers/tulips/02811.jpg,tulips,4,train
1153,tf_flowers/sunflowers/01691.jpg,sunflowers,3,train
570,tf_flowers/roses/03430.jpg,roses,2,train
1040,tf_flowers/sunflowers/00991.jpg,sunflowers,3,train
2694,tf_flowers/dandelion/02713.jpg,dandelion,1,train
2936,tf_flowers/tulips/02242.jpg,tulips,4,train
1985,tf_flowers/dandelion/02916.jpg,dandelion,1,train
77,tf_flowers/roses/00646.jpg,roses,2,train
1254,tf_flowers/sunflowers/02510.jpg,sunflowers,3,train
2788,tf_flowers/dandelion/00713.jpg,dandelion,1,train
751,tf_flowers/sunflowers/01411.jpg,sunflowers,3,train
854,tf_flowers/sunflowers/00436.jpg,sunflowers,3,train
1549,tf_flowers/daisy/03303.jpg,daisy,0,train
1155,tf_flowers/sunflowers/01108.jpg,sunflowers,3,train
3555,tf_flowers/tulips/00878.jpg,tulips,4,train
494,tf_flowers/roses/02738.jpg,roses,2,train
758,tf_flowers/sunflowers/03158.jpg,sunflowers,3,train
1306,tf_flowers/sunflowers/02503.jpg,sunflowers,3,train
974,tf_flowers/sunflowers/00616.jpg,sunflowers,3,train
152,tf_flowers/roses/03173.jpg,roses,2,train
74,tf_flowers/roses/00681.jpg,roses,2,train
2988,tf_flowers/tulips/00444.jpg,tulips,4,train
2108,tf_flowers/dandelion/03039.jpg,dandelion,1,train
1738,tf_flowers/daisy/01250.jpg,daisy,0,train
